Filename,Project,UserID,Protocol,Session,Station,Run,Subject,Trial,Time Start,Time Finish,Duration,Enter State,A1,A1,A2,A2,A3,A3,A4,A4,A[1],A[1],A[2],A[2],A[3],A[3],A[4],A[4],B1,B1,B2,B2,B3,B3,B4,B4,B[1],B[1],B[2],B[2],B[3],B[3],B[4],B[4],,Subject,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A3 - 
1,M,CM-GG-LF,5,86,1,4,LF152_,0,0,150,150,1,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,LF152_,0,0,1,0,0,0,0
1,M,CM-GG-LF,5,86,1,4,LF152_,0,150,153,3,6,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,LF152_,150,1,6,0,0,0,0
1,M,CM-GG-LF,5,86,1,4,LF152_,1,153,388,235,2,0,0.0%,0,0.0%,5,6.8%,0,0.0%,0,0.0%,0,0.0%,5,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,LF152_,153,6,2,0,0,0,0
1,M,CM-GG-LF,5,86,1,4,LF152_,1,388,395,7,3,0,0.0%,1,57.1%,0,0.0%,0,0.0%,0,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,LF152_,188,2,0,0,0,0,1
1,M,CM-GG-LF,5,86,1,4,LF152_,1,395,398,3,5,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,LF152_,193,2,0,0,0,0,0
1,M,CM-GG-LF,5,86,1,4,LF152_,1,398,403,5,4,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,LF152_,276,2,0,0,0,0,1
1,M,CM-GG-LF,5,86,1,4,LF152_,1,403,479,76,8,0,0.0%,0,0.0%,1,22.4%,0,0.0%,0,0.0%,0,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,LF152_,277,2,0,0,0,0,0
1,M,CM-GG-LF,5,86,1,4,LF152_,2,479,1055,576,2,0,0.0%,0,0.0%,2,4.3%,0,0.0%,0,0.0%,0,0.0%,2,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,LF152_,278,2,0,0,0,0,1
1,M,CM-GG-LF,5,86,1,4,LF152_,2,1055,1062,7,3,0,0.0%,1,28.6%,0,0.0%,0,0.0%,0,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,LF152_,283,2,0,0,0,0,0
1,M,CM-GG-LF,5,86,1,4,LF152_,2,1062,1065,3,5,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,LF152_,316,2,0,0,0,0,1
1,M,CM-GG-LF,5,86,1,4,LF152_,2,1065,1070,5,4,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,LF152_,318,2,0,0,0,0,0
1,M,CM-GG-LF,5,86,1,4,LF152_,2,1070,1071,1,8,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,LF152_,332,2,0,0,0,0,1
1,M,CM-GG-LF,5,86,1,4,LF152_,3,1071,1166,95,2,0,0.0%,0,0.0%,2,23.2%,0,0.0%,0,0.0%,0,0.0%,2,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,LF152_,335,2,0,0,0,0,0
1,M,CM-GG-LF,5,86,1,4,LF152_,3,1166,1173,7,3,0,0.0%,1,100.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,LF152_,388,2,3,2,0,1,0
1,M,CM-GG-LF,5,86,1,4,LF152_,3,1173,1176,3,5,0,0.0%,0,100.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,LF152_,392,3,0,0,0,0,0
1,M,CM-GG-LF,5,86,1,4,LF152_,3,1176,1181,5,4,0,0.0%,0,0.0%,1,40.0%,0,0.0%,0,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,LF152_,395,3,5,0,0,0,0
1,M,CM-GG-LF,5,86,1,4,LF152_,3,1181,1507,326,8,1,7.1%,0,0.0%,0,3.1%,0,0.0%,1,0.0%,0,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,LF152_,398,5,4,0,0,0,0
1,M,CM-GG-LF,5,86,1,4,LF152_,4,1507,1675,168,2,1,0.6%,0,0.0%,1,10.1%,0,0.0%,1,0.0%,0,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,LF152_,403,4,8,0,0,0,1
1,M,CM-GG-LF,5,86,1,4,LF152_,4,1675,1682,7,3,0,0.0%,1,100.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,LF152_,420,8,0,0,0,0,0
1,M,CM-GG-LF,5,86,1,4,LF152_,4,1682,1685,3,5,0,0.0%,0,100.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,LF152_,479,8,2,3,0,0,1
1,M,CM-GG-LF,5,86,1,4,LF152_,4,1685,1690,5,4,0,0.0%,0,40.0%,0,0.0%,0,0.0%,0,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,LF152_,500,2,0,0,0,0,0
1,M,CM-GG-LF,5,86,1,4,LF152_,4,1690,1694,4,8,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,LF152_,707,2,0,0,0,0,1
