Filename,Project,UserID,Protocol,Session,Station,Run,Subject,Trial,Time Start,Time Finish,Duration,Enter State,A1,A2,A3,,Subject,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A3 - 
1,P,CM_GG,5,97,1,2,LF270_,0,0,150,150,1,0,0,0,,LF270_,0,0,1,0,0,0,0
1,P,CM_GG,5,97,1,2,LF270_,0,150,153,3,6,1,0,2,,LF270_,35,1,0,0,0,0,1
1,P,CM_GG,5,97,1,2,LF270_,1,153,484,331,2,0,1,0,,LF270_,38,1,0,0,0,0,0
1,P,CM_GG,5,97,1,2,LF270_,1,484,491,7,3,0,0,0,,LF270_,150,1,6,0,0,0,0
1,P,CM_GG,5,97,1,2,LF270_,1,491,494,3,5,0,1,0,,LF270_,153,6,2,0,0,0,0
1,P,CM_GG,5,97,1,2,LF270_,1,494,499,5,4,0,0,0,,LF270_,169,2,0,0,1,0,0
1,P,CM_GG,5,97,1,2,LF270_,1,499,531,32,8,0,0,2,,LF270_,182,2,0,0,0,0,1
1,P,CM_GG,5,97,1,2,LF270_,2,531,729,198,2,0,1,0,,LF270_,186,2,0,0,0,0,0
1,P,CM_GG,5,97,1,2,LF270_,2,729,736,7,3,0,0,0,,LF270_,190,2,0,0,0,0,0
1,P,CM_GG,5,97,1,2,LF270_,2,736,739,3,5,0,0,0,,LF270_,461,2,0,0,0,0,1
1,P,CM_GG,5,97,1,2,LF270_,2,739,744,5,4,0,0,0,,LF270_,464,2,0,0,0,0,0
1,P,CM_GG,5,97,1,2,LF270_,2,744,869,125,8,0,0,2,,LF270_,484,2,3,2,0,1,0
1,P,CM_GG,5,97,1,2,LF270_,3,869,1171,302,2,0,1,0,,LF270_,491,3,5,0,0,0,0
1,P,CM_GG,5,97,1,2,LF270_,3,1171,1178,7,3,0,0,0,,LF270_,494,5,4,0,0,1,0
1,P,CM_GG,5,97,1,2,LF270_,3,1178,1181,3,5,0,0,0,,LF270_,499,4,8,0,0,0,0
1,P,CM_GG,5,97,1,2,LF270_,3,1181,1186,5,4,0,0,0,,LF270_,531,8,2,3,0,0,1
1,P,CM_GG,5,97,1,2,LF270_,3,1186,1196,10,8,0,0,1,,LF270_,540,2,0,0,0,0,0
1,P,CM_GG,5,97,1,2,LF270_,4,1196,1527,331,2,0,1,0,,LF270_,617,2,0,0,0,0,1
1,P,CM_GG,5,97,1,2,LF270_,4,1527,1534,7,3,0,0,0,,LF270_,632,2,0,0,0,0,0
1,P,CM_GG,5,97,1,2,LF270_,4,1534,1537,3,5,0,0,0,,LF270_,729,2,3,2,0,1,0
1,P,CM_GG,5,97,1,2,LF270_,4,1537,1542,5,4,0,0,0,,LF270_,734,3,0,0,0,0,0
1,P,CM_GG,5,97,1,2,LF270_,4,1542,1550,8,8,0,1,0,,LF270_,736,3,5,0,0,0,0
1,P,CM_GG,5,97,1,2,LF270_,4,1550,1557,7,3,0,0,0,,LF270_,739,5,4,0,0,0,0
1,P,CM_GG,5,97,1,2,LF270_,4,1557,1560,3,5,0,1,0,,LF270_,744,4,8,0,0,0,0
1,P,CM_GG,5,97,1,2,LF270_,4,1560,1565,5,4,0,0,0,,LF270_,869,8,2,3,0,0,1
