Filename,Project,UserID,Protocol,Session,Station,Run,Subject,Trial,Time Start,Time Finish,Duration,Enter State,A1,A2,A3,,Subject,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A3 - ,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,2,4,LF271_,5,4934,4939,5,4,0,0,0,,LF270_,6322,8,0,0,1,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,2,4,LF271_,5,4939,5012,73,8,4,0,30,,LF270_,6342,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,2,4,LF271_,6,5012,10185,5173,2,0,1,0,,LF270_,6378,8,0,0,1,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,2,4,LF271_,6,10185,10192,7,3,0,0,0,,LF270_,6388,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,2,4,LF271_,6,10192,10195,3,5,0,0,0,,LF270_,6389,8,0,0,1,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,2,4,LF271_,6,10195,10200,5,4,0,0,0,,LF270_,6397,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,2,4,LF271_,6,10200,10227,27,8,0,0,1,,LF270_,6398,8,0,0,1,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,2,4,LF271_,7,10227,10283,56,2,0,1,0,,LF270_,6406,8,0,0,1,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,2,4,LF271_,7,10283,10290,7,3,0,0,0,,LF270_,6407,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,2,4,LF271_,7,10290,10293,3,5,0,0,0,,LF270_,6412,8,0,0,1,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,2,4,LF271_,7,10293,10298,5,4,0,0,0,,LF270_,6423,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,2,4,LF271_,7,10298,10465,167,8,1,0,5,,LF270_,6569,8,0,0,1,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,2,4,LF271_,8,10465,11276,811,2,0,1,0,,LF270_,6584,8,2,3,0,0,1,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,2,4,LF271_,8,11276,11283,7,3,0,0,0,,LF270_,6598,2,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,2,4,LF271_,8,11283,11286,3,5,0,0,0,,LF270_,6615,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,2,4,LF271_,8,11286,11291,5,4,0,0,0,,LF270_,6773,2,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,2,4,LF271_,8,11291,11346,55,8,0,0,5,,LF270_,6790,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,2,4,LF271_,9,11346,12000,654,2,0,0,0,,LF270_,6868,2,3,2,0,1,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,1,3,LF280_,0,0,150,150,1,0,0,0,,LF270_,6875,3,5,0,0,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,1,3,LF280_,0,150,153,3,6,3,0,16,,LF270_,6876,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,1,3,LF280_,1,153,2440,2287,2,0,1,0,,LF270_,6878,5,4,0,0,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,1,3,LF280_,1,2440,2447,7,3,0,0,0,,LF270_,6883,4,8,0,0,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,1,3,LF280_,1,2447,2450,3,5,0,0,0,,LF270_,7022,8,3,2,0,1,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,1,3,LF280_,1,2450,2455,5,4,0,0,0,,LF270_,7023,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,1,3,LF280_,1,2455,2517,62,8,0,1,0,,LF270_,7029,3,5,0,0,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,1,3,LF280_,1,2517,2524,7,3,0,0,0,,LF270_,7032,5,4,0,0,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,1,3,LF280_,1,2524,2527,3,5,0,0,0,,LF270_,7037,4,8,0,0,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,1,3,LF280_,1,2527,2532,5,4,0,0,0,,LF270_,7326,8,3,2,0,1,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,1,3,LF280_,1,2532,2537,5,8,0,0,24,,LF270_,7327,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,1,3,LF280_,2,2537,4375,1838,2,0,1,0,,LF270_,7333,3,5,0,0,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,1,3,LF280_,2,4375,4382,7,3,0,0,0,,LF270_,7336,5,4,0,0,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,1,3,LF280_,2,4382,4385,3,5,0,0,0,,LF270_,7341,4,8,0,0,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,1,3,LF280_,2,4385,4390,5,4,0,0,0,,LF270_,7560,8,2,3,0,0,1,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,1,3,LF280_,2,4390,4411,21,8,0,3,0,,LF270_,7567,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,1,3,LF280_,2,4411,4418,7,3,0,0,0,,LF270_,7596,2,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,1,3,LF280_,2,4418,4421,3,5,0,0,0,,LF270_,7597,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,1,3,LF280_,2,4421,4426,5,4,0,0,0,,LF270_,7598,2,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,1,3,LF280_,2,4426,4683,257,8,3,0,13,,LF270_,7619,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,1,3,LF280_,3,4683,5927,1244,2,0,1,0,,LF270_,7628,2,0,0,0,0,1,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,1,3,LF280_,3,5927,5934,7,3,0,0,0,,LF270_,7642,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1,P,GG_CM,5,42,1,3,LF280_,3,5934,5937,3,5,0,0,0,,LF270_,7690,2,0,0,0,0,1,,,,,,,,,,,,,,,,,,
